date,session_key,position,driver_number,meeting_key
2026-09-04T10:36:51.152000+00:00,11354,17,81,1293
2026-09-04T10:36:51.152000+00:00,11354,14,87,1293
2026-09-04T10:37:11.506000+00:00,11354,11,1,1293
2026-09-04T10:37:11.506000+00:00,11354,3,12,1293
2026-09-04T10:37:11.506000+00:00,11354,17,14,1293
2026-09-04T10:37:11.506000+00:00,11354,9,16,1293
2026-09-04T10:37:11.506000+00:00,11354,12,18,1293
2026-09-04T10:37:11.506000+00:00,11354,6,22,1293
2026-09-04T10:37:11.506000+00:00,11354,4,30,1293
2026-09-04T10:37:11.506000+00:00,11354,14,31,1293
2026-09-04T10:37:11.506000+00:00,11354,16,36,1293
2026-09-04T10:37:11.506000+00:00,11354,5,41,1293
2026-09-04T10:37:11.506000+00:00,11354,7,43,1293
2026-09-04T10:37:11.506000+00:00,11354,8,44,1293
2026-09-04T10:37:11.506000+00:00,11354,10,55,1293
2026-09-04T10:37:11.506000+00:00,11354,13,77,1293
2026-09-04T10:37:11.506000+00:00,11354,2,81,1293
2026-09-04T10:37:11.506000+00:00,11354,15,87,1293
2026-09-04T10:37:53.147000+00:00,11354,4,12,1293
2026-09-04T10:37:53.147000+00:00,11354,1,16,1293
2026-09-04T10:37:53.147000+00:00,11354,7,22,1293
2026-09-04T10:37:53.147000+00:00,11354,5,30,1293
2026-09-04T10:37:53.147000+00:00,11354,6,41,1293
2026-09-04T10:37:53.147000+00:00,11354,8,43,1293
2026-09-04T10:37:53.147000+00:00,11354,9,44,1293
2026-09-04T10:37:53.147000+00:00,11354,2,63,1293
2026-09-04T10:37:53.147000+00:00,11354,3,81,1293
2026-09-04T10:37:58.397000+00:00,11354,8,22,1293
2026-09-04T10:37:58.397000+00:00,11354,9,43,1293
2026-09-04T10:37:58.397000+00:00,11354,10,44,1293
2026-09-04T10:37:58.397000+00:00,11354,7,55,1293
2026-09-04T10:38:10.573000+00:00,11354,12,1,1293
2026-09-04T10:38:10.573000+00:00,11354,13,18,1293
2026-09-04T10:38:10.573000+00:00,11354,11,77,1293
2026-09-04T10:38:33.483000+00:00,11354,9,22,1293
2026-09-04T10:38:33.483000+00:00,11354,6,30,1293
2026-09-04T10:38:33.483000+00:00,11354,7,41,1293
2026-09-04T10:38:33.483000+00:00,11354,10,43,1293
2026-09-04T10:38:33.483000+00:00,11354,5,44,1293
2026-09-04T10:38:33.483000+00:00,11354,8,55,1293
2026-09-04T10:38:38.734000+00:00,11354,5,12,1293
2026-09-04T10:38:38.734000+00:00,11354,2,22,1293
2026-09-04T10:38:38.734000+00:00,11354,7,30,1293
2026-09-04T10:38:38.734000+00:00,11354,8,41,1293
2026-09-04T10:38:38.734000+00:00,11354,6,44,1293
2026-09-04T10:38:38.734000+00:00,11354,9,55,1293
2026-09-04T10:38:38.734000+00:00,11354,3,63,1293
2026-09-04T10:38:38.734000+00:00,11354,4,81,1293
2026-09-04T10:38:44.797000+00:00,11354,6,12,1293
2026-09-04T10:38:44.797000+00:00,11354,2,16,1293
2026-09-04T10:38:44.797000+00:00,11354,3,22,1293
2026-09-04T10:38:44.797000+00:00,11354,1,30,1293
2026-09-04T10:38:44.797000+00:00,11354,7,44,1293
2026-09-04T10:38:44.797000+00:00,11354,4,63,1293
2026-09-04T10:38:44.797000+00:00,11354,5,81,1293
2026-09-04T10:38:53.646000+00:00,11354,7,12,1293
2026-09-04T10:38:53.646000+00:00,11354,9,41,1293
2026-09-04T10:38:53.646000+00:00,11354,5,43,1293
2026-09-04T10:38:53.646000+00:00,11354,8,44,1293
2026-09-04T10:38:53.646000+00:00,11354,10,55,1293
2026-09-04T10:38:53.646000+00:00,11354,6,81,1293
2026-09-04T10:38:58.911000+00:00,11354,3,1,1293
2026-09-04T10:38:58.911000+00:00,11354,8,12,1293
2026-09-04T10:38:58.911000+00:00,11354,4,22,1293
2026-09-04T10:38:58.911000+00:00,11354,10,41,1293
2026-09-04T10:38:58.911000+00:00,11354,6,43,1293
2026-09-04T10:38:58.911000+00:00,11354,9,44,1293
2026-09-04T10:38:58.911000+00:00,11354,11,55,1293
2026-09-04T10:38:58.911000+00:00,11354,5,63,1293
2026-09-04T10:38:58.911000+00:00,11354,12,77,1293
2026-09-04T10:38:58.911000+00:00,11354,7,81,1293
2026-09-04T10:39:05.898000+00:00,11354,9,12,1293
2026-09-04T10:39:05.898000+00:00,11354,5,22,1293
2026-09-04T10:39:05.898000+00:00,11354,4,41,1293
2026-09-04T10:39:05.898000+00:00,11354,7,43,1293
2026-09-04T10:39:05.898000+00:00,11354,10,44,1293
2026-09-04T10:39:05.898000+00:00,11354,6,63,1293
2026-09-04T10:39:05.898000+00:00,11354,8,81,1293
2026-09-04T10:40:03.645000+00:00,11354,4,1,1293
2026-09-04T10:40:03.645000+00:00,11354,3,12,1293
2026-09-04T10:40:03.645000+00:00,11354,6,22,1293
2026-09-04T10:40:03.645000+00:00,11354,5,41,1293
2026-09-04T10:40:03.645000+00:00,11354,8,43,1293
2026-09-04T10:40:03.645000+00:00,11354,7,63,1293
2026-09-04T10:40:03.645000+00:00,11354,9,81,1293
2026-09-04T10:40:09.484000+00:00,11354,12,18,1293
2026-09-04T10:40:09.484000+00:00,11354,13,77,1293
2026-09-04T10:40:19.010000+00:00,11354,7,22,1293
2026-09-04T10:40:19.010000+00:00,11354,6,41,1293
2026-09-04T10:40:19.010000+00:00,11354,5,63,1293
2026-09-04T10:40:39.544000+00:00,11354,5,1,1293
2026-09-04T10:40:39.544000+00:00,11354,4,12,1293
2026-09-04T10:40:39.544000+00:00,11354,3,16,1293
2026-09-04T10:40:39.544000+00:00,11354,8,22,1293
2026-09-04T10:40:39.544000+00:00,11354,7,41,1293
2026-09-04T10:40:39.544000+00:00,11354,9,43,1293
2026-09-04T10:40:39.544000+00:00,11354,6,63,1293
2026-09-04T10:40:39.544000+00:00,11354,2,81,1293
2026-09-04T10:40:50.424000+00:00,11354,13,18,1293
2026-09-04T10:40:50.424000+00:00,11354,15,31,1293
2026-09-04T10:40:50.424000+00:00,11354,14,77,1293
2026-09-04T10:40:50.424000+00:00,11354,12,87,1293
2026-09-04T10:41:35.358000+00:00,11354,14,18,1293
2026-09-04T10:41:35.358000+00:00,11354,13,77,1293
2026-09-04T10:41:56.656000+00:00,11354,18,14,1293
